"record_num","id","latitude","longitude","label","updated_at","occupancy_status","direction_id","current_stop_sequence"
7288,"y1772",42.33281961,-71.08122252,"1772","2023-06-14T19:47:30-04:00","MANY_SEATS_AVAILABLE",1,22
7289,"y1877",42.33958358,-71.08074831,"1877","2023-06-14T19:47:44-04:00","MANY_SEATS_AVAILABLE",1,16
7290,"y1863",42.3368413,-71.07725128,"1863","2023-06-14T19:47:45-04:00","MANY_SEATS_AVAILABLE",0,8
7291,"y1786",42.35146562,-71.0897591,"1786","2023-06-14T19:47:44-04:00","FEW_SEATS_AVAILABLE",1,11
7292,"y1783",42.34790848,-71.08809714,"1783","2023-06-14T19:47:41-04:00","",0,13
7293,"y1778",42.36703702,-71.10660094,"1778","2023-06-14T19:47:45-04:00","MANY_SEATS_AVAILABLE",1,5
7294,"y1772",42.33254055,-71.08130065,"1772","2023-06-14T19:47:41-04:00","MANY_SEATS_AVAILABLE",1,22
7295,"y1877",42.33958358,-71.08074831,"1877","2023-06-14T19:47:44-04:00","MANY_SEATS_AVAILABLE",1,16
7296,"y1863",42.3368413,-71.07725128,"1863","2023-06-14T19:47:45-04:00","MANY_SEATS_AVAILABLE",0,8
7297,"y1786",42.35118109,-71.08969366,"1786","2023-06-14T19:47:48-04:00","FEW_SEATS_AVAILABLE",1,11
7298,"y1783",42.34788,-71.08804,"1783","2023-06-14T19:47:48-04:00","",0,13
